"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","ITA","Italy","2015","2015",27.3,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","ITA","Italy","2016","2016",27.2,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","ITA","Italy","2017","2017",28.4,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","ITA","Italy","2000","2000",40.3,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","ITA","Italy","2001","2001",42.6,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","ITA","Italy","2002","2002",42.2,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","ITA","Italy","2003","2003",42.1,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","ITA","Italy","2005","2005",43.9,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","ITA","Italy","2006","2006",43.8,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","ITA","Italy","2007","2007",44.3,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","ITA","Italy","2008","2008",44.7,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","ITA","Italy","2009","2009",45.2,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","ITA","Italy","2010","2010",44.3,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","ITA","Italy","2011","2011",45.5,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","ITA","Italy","2012","2012",44.2,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","ITA","Italy","2013","2013",44.1,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","ITA","Italy","2014","2014",44.8,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","ITA","Italy","2015","2015",44,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","ITA","Italy","2016","2016",44.6,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","ITA","Italy","2017","2017",43,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2000","2000",32.5,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2001","2001",33.9,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2002","2002",33.5,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2003","2003",33.6,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2005","2005",34.7,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2006","2006",35,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2007","2007",35.6,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2008","2008",35.6,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2009","2009",36.1,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2010","2010",35.6,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2011","2011",35.8,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2012","2012",35.6,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2013","2013",35.5,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2014","2014",36.2,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2015","2015",35.3,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2016","2016",35.5,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2017","2017",35.4,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","KOR","Korea","2008","2008",14.7,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","KOR","Korea","2009","2009",15.5,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","KOR","Korea","2010","2010",14.9,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","KOR","Korea","2011","2011",15.4,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","KOR","Korea","2012","2012",16,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","KOR","Korea","2013","2013",15.9,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","KOR","Korea","2014","2014",16.2,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","KOR","Korea","2015","2015",16.7,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","KOR","Korea","2016","2016",17.2,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","KOR","Korea","2017","2017",17.4,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","KOR","Korea","2008","2008",24.5,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","KOR","Korea","2009","2009",25.3,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","KOR","Korea","2010","2010",26.2,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","KOR","Korea","2011","2011",26.9,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","KOR","Korea","2012","2012",27.7,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","KOR","Korea","2013","2013",27.9,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","KOR","Korea","2014","2014",28.5,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","KOR","Korea","2015","2015",29.7,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","KOR","Korea","2016","2016",30.9,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","KOR","Korea","2017","2017",31.2,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","KOR","Korea","2008","2008",19.6,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","KOR","Korea","2009","2009",20.3,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","KOR","Korea","2010","2010",20.6,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","KOR","Korea","2011","2011",21.2,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","KOR","Korea","2012","2012",21.9,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","KOR","Korea","2013","2013",21.9,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","KOR","Korea","2014","2014",22.4,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","KOR","Korea","2015","2015",23.3,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","KOR","Korea","2016","2016",24.1,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","KOR","Korea","2017","2017",24.3,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","LUX","Luxembourg","2014","2014",25.4,"D","Difference in methodology"
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","LUX","Luxembourg","2014","2014",39.6,"D","Difference in methodology"
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","LUX","Luxembourg","2014","2014",32.4,"D","Difference in methodology"
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2000","2000",30.2,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2001","2001",29.3,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2002","2002",28.2,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2003","2003",29,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2004","2004",29.8,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2005","2005",28.2,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2006","2006",29.2,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2007","2007",27.7,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2008","2008",29.2,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2009","2009",29.5,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2010","2010",30.3,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2011","2011",30.3,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2012","2012",29.5,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2013","2013",29,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2014","2014",29.4,"B","Break"
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2015","2015",29.5,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2016","2016",29.3,,
"BODYOVSR","Overweight population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2017","2017",29.5,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","NLD","Netherlands","2000","2000",39.3,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","NLD","Netherlands","2001","2001",41.7,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","NLD","Netherlands","2002","2002",42.1,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","NLD","Netherlands","2003","2003",41.8,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","NLD","Netherlands","2004","2004",41.7,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","NLD","Netherlands","2005","2005",40.5,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","NLD","Netherlands","2006","2006",41.3,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","NLD","Netherlands","2007","2007",40.9,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","NLD","Netherlands","2008","2008",42.3,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","NLD","Netherlands","2009","2009",41.3,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","NLD","Netherlands","2010","2010",43.4,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","NLD","Netherlands","2011","2011",43.3,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","NLD","Netherlands","2012","2012",42.2,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","NLD","Netherlands","2013","2013",40,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","NLD","Netherlands","2014","2014",40.4,"B","Break"
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","NLD","Netherlands","2015","2015",39.9,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","NLD","Netherlands","2016","2016",38.7,,
"BODYOVSR","Overweight population, self-reported","PERMANTH","% of males","NLD","Netherlands","2017","2017",38.3,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","NLD","Netherlands","2000","2000",34.7,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","NLD","Netherlands","2001","2001",35.5,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","NLD","Netherlands","2002","2002",35.1,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","NLD","Netherlands","2003","2003",35.4,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","NLD","Netherlands","2004","2004",35.6,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","NLD","Netherlands","2005","2005",34.2,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","NLD","Netherlands","2006","2006",35.2,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","NLD","Netherlands","2007","2007",34.3,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","NLD","Netherlands","2008","2008",35.7,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","NLD","Netherlands","2009","2009",35.4,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","NLD","Netherlands","2010","2010",36.8,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","NLD","Netherlands","2011","2011",36.8,,
"BODYOVSR","Overweight population, self-reported","TOTPOPTX","% of total population","NLD","Netherlands","2012","2012",35.9,,
